,ID,Tweet Text,Human_Rating,Google_Rating
452,452,Charlottesville And The Rise Of White Identity Politics | FiveThirtyEight https://t.co/vxblCGkPUi,0,0
453,453,Public Calls For Investigation Of Charlottesville Mayor Calling For Poli... https://t.co/gdBOJwrMZZ via @YouTube,0,1
454,454,Watch! https://t.co/LGyRWUzgwT,0,0
455,455,David Duke Thanks Trump For Blaming Charlottesville Tragedy On ‘Leftist Terrorists’ https://t.co/mOzFbdmZqm https://t.co/OD6kNP0HNd,0,0
456,456,"""@realDonaldTrump hey you stupid good people don't go marching with fire lighted torches chanting \""Jews get out\"" and making the nazi salute https://t.co/kTI4qKzduO""",-1,0
457,457,"I Was 10 Feet From The Charlottesville Attack, Here’s What I Saw https://t.co/5XcdXuUhcA via @leecamp",0,1
458,458,Worse people than Nazi's or? #ImpeachTrump https://t.co/srLt6aQyax,-1,-1
459,459,Time for @GOP centrists to work with @TheDemocrats and work for the American people and just ignore our IGNORANT @potus #Charlottesville,-1,-1
460,460,"""...And only after a woman was killed Saturday in Charlottesville, Va.—when a car driven by white-supremacist... https://t.co/nMyGxdaFSK",0,0
461,461,I take solace in knowing there are good people out there but I'm very sad about the direction my country has taken. #Charlottesville,0,0
462,462,.@vice's piece on #Charlottesville is the best piece of journalism I've seen in a long time,1,1
463,463,#ImpeachTrump https://t.co/vnyx8u2KP2,-1,0
464,464,"@shannonrmoyer It makes me wonder how many people in Charlottesville were LU students, and how many are going to defend them.",0,1
465,465,👀 https://t.co/B2tHDktn3Y,0,0
466,466,So was the white Barak or Black obama speaking here? https://t.co/Tm8bmTqzSD,0,0
467,467,"After Charlottesville, Trump's business buddies have no excuse to stick around https://t.co/DF4Qn1SeSy",-1,-1
468,468,Because of course he did.  https://t.co/dxEJAVSmS1,0,0
469,469,NYTimes: Trump Gives White Supremacists an Unequivocal Boost https://t.co/WD4kIJxqIQ,0,1
470,470,The latest Dialog New Media Daily! https://t.co/tEFrITbYAO Thanks to @SonnyBunch @stableford @justkarl #charlottesville #gameofthrones,0,0
471,471,"Curious...if Charlottesville had been descended upon by ISIS sympathizers, would the ""other side"" still have been ""violent""?  #DonaldTrump",0,0
472,472,"""@ThePatriot143 Good riddance!  Go hide cowards.  Americans know what happened in Charlottesville. Merck, Intel, Under Armour and Pepsi are un-American.""",-1,-1
473,473,"RT PoliticalShort ""RT johnddavidson: Charlottesville was above all about the fringe right &amp; left using political v… https://t.co/7yaGl1cH2c""",0,0
474,474,@realDonaldTrump https://t.co/glIjMhm0Vp,0,0
475,475,"Have #Trump golf club membership, consider cancelling it. Why golf with hate? Lots of other equitable golf courses #Charlottesville #uspoli",-1,0
476,476,Some wonderfully sane thoughts on #Charlottesville without the author descending into foaming-at-the-mouth madness. https://t.co/xDoR1Mql1c,0,1
477,477,"""BACKFIRE ALERT: WRONG PERSON HARASSED After Jennifer Lawrence Asks Followers to “Name and Shame” Charlottesville Marchers https://t.co/LtGZyMyPNG""",-1,-1
478,478,"#Resist #NastyWoman #WomensMarch IT'S A SHIRT!! GET IT HERE 👉 👉 https://t.co/P9lUgTJjjl

Trump supporter on POTUS' Charlottesville violenc…",-1,0
479,479,"RT FoxNews ""WATCH: jessebwatters, TheJuanWilliams Spar Over #Trump's Response to #Charlottesville
https://t.co/4Hm45I4Lu6""",0,0
480,480,I liked a @YouTube video https://t.co/gov8KBwtKW Charlottesville Rallies,1,1
481,481,"""If 2 sides to every story is his approach, how does that not apply to the BLM movement? Rather BLM activists are a bunch of thugs + a threat https://t.co/j5rPXrrulX""",-1,-1
482,482,"""@JDMorgan @realDonaldTrump No would shouldn't have to be explaining to our children about #Charlottesville because it should've never happened!""",-1,-1
483,483,Why is this allowed to happen? @jeffsessions ? Help the police @realDonaldTrump PLEASE https://t.co/KMBsGNErbe,-1,0
484,484,"Watch this and you will know ehat's happening in #Charlottesville. 
https://t.co/S6fraHhjby",0,0
485,485,#Charlottesville I also see Mitch McConnell's wife standing with Trump during today's racist rant. Majority Leader McConnell.,0,0
486,486,"75After Charlottesville, Trump retweets — then deletes — image of train running over CNN reporter https://t.co/nI6uPYFRgD",0,0
487,487,I guess this is the 38%. https://t.co/0Lel7OOqpn,0,0
488,488,"I support you 💯 today, tomorrow and everyday! https://t.co/oAgBcOaiIU",1,0
489,489,Powerful message ~! This @realDonaldTrump is what you should have said you sorry horrible person you~! https://t.co/LOkNHpIdEH,0,0
490,490,"""@CortierJulie @Godilver Donald Trump, this is the type of supporter you have, Republican Nazi sympathizer. Doesn't it make you proud?  https://t.co/d9VHhMVGN3""",-1,0
491,491,"Ivanka's Non-Response To Trump's Third Charlottesville Speech Let America Down 

https://t.co/MhvtbJKqHy",-1,0
492,492,Obama's Charlottesville response just became most-liked tweet in history https://t.co/eSQ2kWBkpH https://t.co/6DbzKdHSsn,1,1
493,493,"Full text: Trump’s comments on white supremacists, ‘alt-left’ in Charlottesville - POLITICO https://t.co/VKpqqgKwb0",0,0
494,494,PLEASE. HELP. SOON. https://t.co/wpdEZrAQIn,0,0
495,495,Some but not all of the b-roll I previously mentioned. Cuts out a bit early. https://t.co/pouasxiHQB,0,0
496,496,This looks like a guy who's trying to hide in his suit jacket. Like a turtle into its shell. https://t.co/rATqajkrmr,0,0
497,497,What Jewish Children Learned From Charlottesville https://t.co/IjL2DpAnNq,0,0
498,498,"#ImpeachTrump 
#ResistForHeather https://t.co/4oaax81t9P",-1,0
499,499,"""Let this sink in, #POTUS spent more time talking about Kristen Stew. &amp; Rob Patt. Breakup on twitter than Nazi's in #Charlottesville #MAGA https://t.co/9ZvkuJTJry""",-1,0
500,500,"For an hour, Johnny Carson would've made us forget all this. #justbefunny https://t.co/lZw5vWZ298",0,0
